BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
868841834RR0001,THE UKRAINIAN CATHOLIC WOMEN'S LEAGUE OF CANADA- EPARCHY OF NEW WESTMINSTER,Registered,Charity,37165,,1,Advancement of Religion,70,2011 HOLDOM AVENUE,BURNABY,BC,CA,V5B3W5
108102161RR0001,THE UNITARIAN CHURCH OF VANCOUVER,Registered,Charity,24473,,1,Advancement of Religion,30,949 WEST 49TH AVENUE,VANCOUVER,BC,CA,V5Z2T1
893334771RR0001,THE UNIVERSAL ENLIGHTENMENT SOCIETY,Registered,Charity,34881,,1,Advancement of Religion,70,PO BOX 88638 CPO,VANCOUVER,BC,CA,V6A4A5
108161779RR0001,THE UNIVERSITY OF BRITISH COLUMBIA,Registered,Charity,24473,,1,Advancement of Education,10,200 - 2386 EAST MALL,VANCOUVER,BC,CA,V6T1Z3
811052745RR0001,THE UTKHEDE FOUNDATION,Registered,Charity,38925,,3,Advancement of Education,15,6489-184 ST.,SURREY,BC,CA,V3S1G5
119260941RR0001,THE VANCOUVER AND DISTRICT GAELIC CHOIR,Registered,Charity,31764,,1,Advancement of Education,12,3326 EAST 44TH AVENUE,VANCOUVER,BC,CA,V5R3B4
119260958RR0001,THE VANCOUVER ART GALLERY ASSOCIATION,Registered,Charity,24473,,1,Other purposes beneficial to the community,200,750 HORNBY STREET,VANCOUVER,BC,CA,V6Z2H7
118975275RR0001,THE VANCOUVER CHINATOWN LIONS MEDICAL AND SCHOLARSHIP FOUNDATION,Registered,Charity,29583,,2,Other purposes beneficial to the community,210,830 CAMPBELL AVE,VANCOUVER,BC,CA,V6A3V2
108166497RR0001,THE VANCOUVER CHINESE EVANGELICAL FREE CHURCH,Registered,Charity,30317,,1,Advancement of Religion,30,3295 BROADWAY E,VANCOUVER,BC,CA,V5M1Z9
881691562RR0001,THE VANCOUVER CHOPIN SOCIETY,Registered,Charity,35551,,1,Advancement of Education,12,400-601 BROADWAY W,VANCOUVER,BC,CA,V5Z4C2
141017152RR0001,THE VANCOUVER COMMUNITY NETWORK,Registered,Charity,35217,,1,Other purposes beneficial to the community,160,280-111 WEST HASTINGS ST.,VANCOUVER,BC,CA,V6B1H4
119281574RR0001,THE VANCOUVER EAST CULTURAL CENTRE,Registered,Charity,28491,,1,Other purposes beneficial to the community,190,1895 VENABLES ST,VANCOUVER,BC,CA,V5L2H6
119261030RR0001,THE VANCOUVER FOLK MUSIC FESTIVAL SOCIETY,Registered,Charity,29206,,1,Other purposes beneficial to the community,190,1945 MCLEAN DR,VANCOUVER,BC,CA,V5N3J7
119281632RR0001,"THE VANCOUVER FOUNDATION OF ART, JUSTICE AND LIBERTY",Registered,Charity,29952,,1,Advancement of Education,11,660-1188 WEST GEORGIA ST,VANCOUVER,BC,CA,V6E4A2
138277728RR0001,THE VANCOUVER FRIENDS FOR LIFE SOCIETY,Registered,Charity,34335,,1,Relief of Poverty,1,1459 BARCLAY ST,VANCOUVER,BC,CA,V6G1J6
896583879RR0001,THE VANCOUVER GLOBAL-MISSION CHURCH,Registered,Charity,34731,,1,Advancement of Religion,30,5673 200 ST,LANGLEY,BC,CA,V3A1M7
119261055RR0001,THE VANCOUVER GUILD OF FABRIC ARTS,Registered,Charity,27030,,1,Other purposes beneficial to the community,190,103 - 3750 EDGEMONT BLVD,NORTH VANCOUVER,BC,CA,V7R2P8
874584329RR0001,THE VANCOUVER HIGH SPIRITS CHORAL SOCIETY,Registered,Charity,37560,,1,Advancement of Education,12,3-224 WEST 16TH ST.,NORTH VANCOUVER,BC,CA,V7M1T6
126177112RR0001,THE VANCOUVER IMPROV CENTRE SOCIETY,Registered,Charity,31107,,1,Other purposes beneficial to the community,190,1575 JOHNSTON ST,VANCOUVER,BC,CA,V6H3R9
119261071RR0001,THE VANCOUVER INSTITUTE,Registered,Charity,30984,,1,Advancement of Education,11,6388 CRESCENT ROAD,VANCOUVER,BC,CA,V6T1Z2
875808511RR0001,THE VANCOUVER INTER-CULTURAL ORCHESTRA SOCIETY,Registered,Charity,37761,,1,Advancement of Education,12,"#12 - 719 EAST, 31ST AVENUE",VANCOUVER,BC,CA,V5V2W9
122605678RR0001,THE VANCOUVER INTERNATIONAL WRITERS FESTIVAL SOCIETY,Registered,Charity,33604,,1,Other purposes beneficial to the community,190,202 - 1398 CARTWRIGHT ST,VANCOUVER,BC,CA,V6H3R8
893050641RR0001,THE VANCOUVER JAPANESE GOSPEL CHURCH,Registered,Charity,32967,,1,Advancement of Religion,70,427-11TH ST,NEW WESTMINSTER,BC,CA,V3M4G1
119281996RR0001,THE VANCOUVER JAPANESE LANGUAGE SCHOOL AND JAPANESE HALL (VANCOUVER NIHON-GO GAKKO NARABI NI NIKKEI JIN KAIKAN),Registered,Charity,24473,,1,Advancement of Education,11,475 ALEXANDER ST,VANCOUVER,BC,CA,V6A1C6
890975998RR0001,THE VANCOUVER LIFE DRAWING SOCIETY,Registered,Charity,33970,,1,Other purposes beneficial to the community,190,BASIC INQUIRY 1011 MAIN STREET,VANCOUVER,BC,CA,V6A4L4
119261147RR0001,THE VANCOUVER MARITIME MUSEUM SOCIETY,Registered,Charity,27423,,1,Other purposes beneficial to the community,210,1905 OGDEN AVE,VANCOUVER,BC,CA,V6J1A3
119261154RR0001,THE VANCOUVER MEN'S CHORUS,Registered,Charity,29902,,1,Other purposes beneficial to the community,190,1270 CHESTNUT ST,VANCOUVER,BC,CA,V6J4R9
890743792RR0001,THE VANCOUVER OUT ON SCREEN FILM AND VIDEO SOCIETY,Registered,Charity,36591,,1,Other purposes beneficial to the community,190,201 - 211 GEORGIA ST E,VANCOUVER,BC,CA,V6A1Z6
119261162RR0001,THE VANCOUVER POLICE HISTORICAL SOCIETY,Registered,Charity,31257,,1,Other purposes beneficial to the community,200,240 CORDOVA ST E,VANCOUVER,BC,CA,V6A1L3
890481773RR0001,THE VANCOUVER RHODODENDRON SOCIETY,Registered,Charity,29587,,1,Other purposes beneficial to the community,175,PO BOX 20105 RPO FAIRVIEW,VANCOUVER,BC,CA,V5Z0C1
132712811RR0001,THE VANCOUVER SECOND MILE SOCIETY,Registered,Charity,24473,,1,Relief of Poverty,1,509 EAST HASTINGS ST,VANCOUVER,BC,CA,V6A1P9
890440191RR0001,THE VANCOUVER THALASSEMIA SOCIETY OF B C,Registered,Charity,33537,,1,Other purposes beneficial to the community,100,4285 PRICE CRESCENT,BURNABY,BC,CA,V5G2N3
108167917RR0001,THE VANCOUVER WALDORF SCHOOL SOCIETY,Registered,Charity,24999,,1,Advancement of Education,10,2725 ST. CHRISTOPHERS RD,NORTH VANCOUVER,BC,CA,V7K2B6
892008244RR0001,THE VANCOUVER WESTSIDE GERMAN SCHOOL SOCIETY,Registered,Charity,33848,,1,Advancement of Education,10,2900-550 BURRARD STREET,VANCOUVER,BC,CA,V6C0A3
863706727RR0001,THE VANISHA FOUNDATION,Registered,Charity,36690,,3,Other purposes beneficial to the community,210,P.O. BOX 60001 5965 FRASER STREET,VANCOUVER,BC,CA,V5W4B5
107809345RR0001,THE VI FINEDAY FAMILY SHELTER SOCIETY,Registered,Charity,33239,,1,Relief of Poverty,1,1906 WEST 15TH AVENUE,VANCOUVER,BC,CA,V6J2L3
119261469RR0001,THE VICTOR & ANNA KERN FOUNDATION,Registered,Charity,32135,,3,Other purposes beneficial to the community,210,PO BOX 49214 STN BENTALL,VANCOUVER,BC,CA,V7X1K8
134058585RR0001,THE VICTOR AND LETHA COLLEAUX FOUNDATION,Registered,Charity,26483,,3,Advancement of Education,15,PO BOX 10085 PACIFIC CENTRE,VANCOUVER,BC,CA,V7Y1B6
119261733RR0001,THE VINE AND BRANCH FOUNDATION,Registered,Charity,32205,,3,Advancement of Religion,70,15080 NORTH BLUFF ROAD,WHITE ROCK,BC,CA,V4B5C1
867070849RR0001,THE VIRTUAL STAGE ARTS SOCIETY,Registered,Charity,38800,,1,Advancement of Education,12,P.O. BOX 21524 1424 COMMERCIAL DRIVE,VANCOUVER,BC,CA,V5L5G2
787776871RR0001,THE WARKE FOUNDATION,Registered,Charity,43676,,3,Other purposes beneficial to the community,210,1800-510 GEORGIA W ST,VANCOUVER,BC,CA,V6B0M3
886334408RR0001,THE WELLSPRING FOUNDATION FOR EDUCATION,Registered,Charity,38145,,1,Advancement of Education,11,#210 - 20171 92A AVE.,LANGLEY,BC,CA,V1M3A5
119295913RR0001,THE WEST VANCOUVER ADULT COMMUNITY BAND ASSOCIATION,Registered,Charity,29099,,1,Other purposes beneficial to the community,190,885 EYREMOUNT DR,WEST VANCOUVER,BC,CA,V7S2B2
119295947RR0001,THE WEST VANCOUVER COMMUNITY ARTS COUNCIL,Registered,Charity,27942,,1,Other purposes beneficial to the community,190,1570 ARGYLE AVENUE,WEST VANCOUVER,BC,CA,V7V1A1
892976960RR0001,THE WESTCOAST HARMONY CHORUS OF SWEET ADELINES INTERNATIONAL SOCIETY,Registered,Charity,33725,,1,Other purposes beneficial to the community,190,10 - 910 FORT FRASER RISE,PORT COQUITLAM,BC,CA,V3C6K3
119293280RR0001,THE WESTERN FRONT SOCIETY,Registered,Charity,28126,,1,Other purposes beneficial to the community,190,303 8TH AVENUE EAST,VANCOUVER,BC,CA,V5T1S1
892631045RR0001,THE WESTERN SPIRITUALIST CHURCH OF UNIVERSAL BROTHERHOOD SOCIETY,Registered,Charity,33756,,1,Advancement of Religion,30,411 - 12248 224 ST,MAPLE RIDGE,BC,CA,V2X8W6
852190933RR0001,THE WHOLE DYSLEXIC SOCIETY,Registered,Charity,37782,,1,Advancement of Education,10,PO BOX 251,BOWEN ISLAND,BC,CA,V0N1G0
119302008RR0001,THE WOLRIGE FOUNDATION,Registered,Charity,27030,,3,Other purposes beneficial to the community,210,1826 WEST 33RD AVENUE,VANCOUVER,BC,CA,V6M1B2
890441926RR0001,THE WORD ON THE STREET FELLOWSHIP,Registered,Charity,36418,,1,Advancement of Religion,30,1732 DUBLIN ST,NEW WESTMINSTER,BC,CA,V3M3A1
803544543RR0001,THE YOGA OUTREACH SOCIETY,Registered,Charity,39264,,1,Relief of Poverty,1,15485 16A AVE,SURREY,BC,CA,V4A1T2
889204467RR0001,THE ZACKS FAMILY CHARITABLE FOUNDATION,Registered,Charity,34227,,3,Other purposes beneficial to the community,210,300-1275 6TH AVE W,VANCOUVER,BC,CA,V6H1A6
131379125RR0001,THE 127 SOCIETY FOR HOUSING,Registered,Charity,32143,,1,Relief of Poverty,1,1-415 NELSON ST.,VANCOUVER,BC,CA,V6B6K6
891469397RR0001,THE 1988 FOUNDATION,Registered,Charity,32325,,2,Other purposes beneficial to the community,210,502-325 HOWE ST,VANCOUVER,BC,CA,V6C1Z7
851632877RR0001,THE 2010 GAMES OPERATING TRUST SOCIETY,Registered,CAAA,38140,,,Other purposes beneficial to the community,214,1000 - 4445 LOUGHEED HWY,BURNABY,BC,CA,V5C0E4
119310621RR0001,THE 411 FOUNDATION,Registered,Charity,30440,,2,Other purposes beneficial to the community,210,704-333 TERMINAL AVE.,VANCOUVER,BC,CA,V6A4C1
888794864RR0001,THEATRE IN THE RAW SOCIETY,Registered,Charity,35186,,1,Other purposes beneficial to the community,190,3521 MARSHALL ST,VANCOUVER,BC,CA,V5N4S2
119009348RR0001,THEATRE LA SEIZIEME,Registered,Charity,29312,,1,Other purposes beneficial to the community,190,SUITE 226-1555 WEST 7TH AV,VANCOUVER,BC,CA,V6J1S1
877345702RR0001,THEATRE REPLACEMENT SOCIETY,Registered,Charity,38282,,1,Advancement of Education,12,1885 VENABLES ST,VANCOUVER,BC,CA,V5L2H6
119282267RR0001,THEATRE UNDER THE STARS MUSICAL SOCIETY,Registered,Charity,29587,,1,Other purposes beneficial to the community,190,2099 BEACH AVE,VANCOUVER,BC,CA,V6G1Z4
892834185RR0001,THEATRIX YOUTHEATRE SOCIETY,Registered,Charity,33415,,1,Other purposes beneficial to the community,190,PO BOX 41018 RPO SHAUGHNESSY,PORT COQUITLAM,BC,CA,V3C5Z9
119139053RR0001,THEN INDIA SANMARGA IKYA SANGAM EDUCATIONAL AND CULTURAL SOCIETY,Registered,Charity,30317,,1,Other purposes beneficial to the community,200,9316 116TH STREET,DELTA,BC,CA,V6X1W1
119263192RR0001,THIEN TON BUDDHIST SOCIETY & CULTURAL CENTRE,Registered,Charity,30726,,1,Advancement of Religion,70,875 RENFREW ST,VANCOUVER,BC,CA,V5K4B7
890792773RR0001,THIRD WORLD EYE CARE SOCIETY,Registered,Charity,34842,,1,Other purposes beneficial to the community,110,2453 COMMERCIAL DR,VANCOUVER,BC,CA,V5N4B8
866009194RR0001,THOMAS MERTON SOCIETY OF CANADA,Registered,Charity,37257,,1,Advancement of Religion,70,1044 ST.GEORGE'S AVENUE,NORTH VANCOUVER,BC,CA,V7L3H6
850958349RR0001,THRANGU MONASTERY ASSOCIATION,Registered,Charity,38225,,2,Advancement of Religion,60,8140 NO. 5 RD,RICHMOND,BC,CA,V6Y2V4
876093709RR0001,THRANGU VAJRA VIDHYA BUDDHIST ASSOCIATION,Registered,Charity,38455,,1,Advancement of Religion,60,8140 NO. 5 RD,RICHMOND,BC,CA,V6Y2V4
865142251RR0001,THREE LINKS CARE FOUNDATION,Registered,Charity,38358,,2,Other purposes beneficial to the community,210,1443 8TH AVE W,VANCOUVER,BC,CA,V6H1C9
135667822RR0001,THS SOCIETY OF TRANSITION HOUSES,Registered,Charity,34540,,1,Other purposes beneficial to the community,160,325 119 PENDER ST W,VANCOUVER,BC,CA,V6B1S5
119264372RR0001,THUNDERBIRD GOLF SOCIETY,Registered,Charity,31651,,2,Advancement of Education,15,1200-666 BURRARD STREET,VANCOUVER,BC,CA,V6C2X8
108108697RR0001,THUNDERBIRD NEIGHBOURHOOD ASSOCIATION,Registered,Charity,32854,,1,Other purposes beneficial to the community,200,2311 CASSIAR STREET,VANCOUVER,BC,CA,V5M3X3
842562613RR0001,TIKVA HOUSING SOCIETY,Registered,Charity,39692,,1,Relief of Poverty,1,104 - 1177 BROADWAY W,VANCOUVER,BC,CA,V6H1G3
887178630RR0001,TIM ROGERS MINISTRIES,Registered,Charity,35431,,1,Advancement of Religion,70,1930 - 155TH STREET,SURREY,BC,CA,V4A7M9
119264836RR0001,TIMBERLINE RANCH,Registered,Charity,24473,,1,Other purposes beneficial to the community,200,22351 144 AVE,MAPLE RIDGE,BC,CA,V4R2P8
736768292RR0001,TIMOTHY A. YOUNG FAMILY FOUNDATION,Registered,Charity,42762,,3,Other purposes beneficial to the community,210,3123-595 BURRARD STREET,VANCOUVER,BC,CA,V7X1J1
859612970RR0001,TIMOTHY C. KERR FAMILY FOUNDATION,Registered,Charity,38334,,3,Other purposes beneficial to the community,210,SUITE 280 - 1090 WEST GEORGIAST.,VANCOUVER,BC,CA,V6E3V7
781082409RR0001,TINY FOUNDATION,Registered,Charity,44562,,3,Other purposes beneficial to the community,210,2900 - 550 BURRARD ST,VANCOUVER,BC,CA,V6C0A3
701208324RR0001,TITHE FOUNDATION,Registered,Charity,42991,,2,Other purposes beneficial to the community,210,203 - 815 HORNBY ST,VANCOUVER,BC,CA,V6Z2E6
860895937RR0001,TKC-CNC FOUNDATION,Registered,Charity,37292,,3,Other purposes beneficial to the community,210,51-2603 162ND ST,SURREY,BC,CA,V3S2L4
885587147RR0001,TMS TRANSIT MUSEUM SOCIETY,Registered,Charity,35065,,1,Other purposes beneficial to the community,200,3825 W. 22ND AVENUE,VANCOUVER,BC,CA,V6S1J8
140672130RR0001,TOGETHER WE CAN DRUG & ALCOHOL RECOVERY & EDUCATION SOCIETY,Registered,Charity,34263,,1,Other purposes beneficial to the community,100,2831 KINGSWAY,VANCOUVER,BC,CA,V5R5H9
131290280RR0001,TOUCHSTONE FAMILY ASSOCIATION,Registered,Charity,30568,,1,Relief of Poverty,1,210 - 3031 VIKING WAY,RICHMOND,BC,CA,V6V1W1
126991223RR0001,TOUCHSTONE THEATRE SOCIETY,Registered,Charity,36404,,1,Advancement of Education,12,110 - 750 HAMILTON ST,VANCOUVER,BC,CA,V6B2R5
119267920RR0001,"TOWERS BAPTIST CHURCH,",Registered,Charity,29946,,1,Advancement of Religion,30,10311 ALBION ROAD,RICHMOND,BC,CA,V7A3E5
872529375RR0001,TRAC TENANT RESOURCE & ADVISORY CENTRE SOCIETY,Registered,Charity,39099,,1,Advancement of Education,13,208-698 SEYMOUR STREET,VANCOUVER,BC,CA,V6B3K6
108135609RR0001,TRAFALGAR OUT-OF-SCHOOL CARE SOCIETY,Registered,Charity,34700,,1,Relief of Poverty,1,4020 TRAFALGAR ST,VANCOUVER,BC,CA,V6L2M5
886334481RR0001,TRAILS SOCIETY OF BRITISH COLUMBIA,Registered,Charity,35400,,1,Other purposes beneficial to the community,200,1247 CHARTER HILL DR,COQUITLAM,BC,CA,V3E1P1
130620743RR0001,TRANS-HIMALAYAN AID SOCIETY,Registered,Charity,24473,,1,Relief of Poverty,1,1183 MELVILLE ST,VANCOUVER,BC,CA,V6E2X5
888426640RR0001,TRANSFORMING EDUCATION SOCIETY,Registered,Charity,34335,,1,Advancement of Education,11,714 WESTMORELAND CRES.,NORTH VANCOUVER,BC,CA,V7P2G7
870444841RR0001,TREV DEELEY FOUNDATION,Registered,Charity,36130,,3,Other purposes beneficial to the community,200,1875 BOUNDARY RD,VANCOUVER,BC,CA,V5M3Y7
868644170RR0001,TRI-CITY CANAAN CHURCH,Registered,Charity,36526,,1,Advancement of Religion,30,3433 COAST MERIDIAN ROAD,PORT COQUITLAM,BC,CA,V3B3N7
134692649RR0001,TRI-CITY FAMILY PLACE SOCIETY,Registered,Charity,33441,,1,Relief of Poverty,1,3435 VICTORIA DRIVE,COQUITLAM,BC,CA,V3B2V6
892583212RR0001,TRICITY CHINESE CHRISTIAN CHURCH (MENNONITE BRETHREN),Registered,Charity,33359,,1,Advancement of Religion,30,200 - 3003 ST. JOHNS ST,PORT MOODY,BC,CA,V3H2C4
827291527RR0001,TRIGEMINAL NEURALGIA ASSOCIATION OF CANADA 2006,Registered,Charity,37587,,1,Relief of Poverty,1,8352 208B ST,LANGLEY,BC,CA,V2Y0A7
131129850RR0001,TRIMBLE AFTER SCHOOL CARE SOCIETY,Registered,Charity,32387,,1,Relief of Poverty,1,2000 TRIMBLE ST.,VANCOUVER,BC,CA,V6K3Z4
119269355RR0001,"TRINITY BAPTIST CHURCH,",Registered,Charity,24473,,1,Advancement of Religion,30,1460 49TH AVE W,VANCOUVER,BC,CA,V6M2R5
861738920RR0001,TRINITY COMMUNITY CHURCH,Registered,Charity,36770,,1,Advancement of Religion,70,#20-8675-209TH STREET,LANGLEY,BC,CA,V1M3W6
108140914RR0001,TRINITY LUTHERAN CHURCH - RICHMOND,Registered,Charity,24473,,1,Advancement of Religion,30,7100 GRANVILLE AVE,RICHMOND,BC,CA,V6Y1N8
119269918RR0001,"TRINITY LUTHERAN CHURCH OF THE DEAF, VANCOUVER, B.C.",Registered,Charity,24473,,1,Advancement of Religion,30,3022 49 AVE E,VANCOUVER,BC,CA,V5S1K9
119271922RR0001,TRINITY PACIFIC CHURCH,Registered,Charity,24473,,1,Advancement of Religion,70,10011- 5 ROAD,RICHMOND,BC,CA,V7A4E4
883233009RR0001,TRINITY PACIFIC FOUNDATION,Registered,Charity,37824,,3,Other purposes beneficial to the community,210,2200 - 1021 HASTINGS ST W,VANCOUVER,BC,CA,V6E0C3
108141987RR0001,TRINITY UNITED CHURCH PORT COQUITLAM,Registered,Charity,31778,,1,Advancement of Religion,30,2211 PRAIRIE AVENUE,PORT COQUITLAM,BC,CA,V3B1V8
108142001RR0001,TRINITY WESTERN UNIVERSITY,Registered,Charity,24473,,1,Advancement of Education,10,22500 UNIVERSITY DR,LANGLEY,BC,CA,V2Y1Y1
119271534RR0001,TRIUMF,Registered,Charity,31868,,1,Advancement of Education,11,4004 WESTBROOK MALL,VANCOUVER,BC,CA,V6T2A3
745884338RR0001,TRIUMF INC.,Registered,Charity,43984,,1,Advancement of Education,14,4004 WESBROOK MALL,VANCOUVER,BC,CA,V6T2A3
892794363RR0001,TROPAK UKRAINIAN CANADIAN CULTURAL & EDUCATIONAL SOCIETY,Registered,Charity,34855,,1,Other purposes beneficial to the community,190,5 - 8892 208 ST,LANGLEY,BC,CA,V1M2N8
140860594RR0001,TRUE BUDDHA PUBLICATION SOCIETY,Registered,Charity,33973,,1,Advancement of Religion,70,200-357 HASTINGS ST,VANCOUVER,BC,CA,V6A1P3
892307216RR0001,TRUE DIRECTIONS CHARITABLE FOUNDATION,Registered,Charity,36817,,3,Other purposes beneficial to the community,210,1401 194 ST,SURREY,BC,CA,V3Z9R9
893133447RR0001,TRUE JESUS CHURCH IN VANCOUVER,Registered,Charity,34335,,1,Advancement of Religion,30,4580 GOTHARD STREET,VANCOUVER,BC,CA,V5R3K7
825845522RR0001,TRUE NORTH HELPING HANDS SOCIETY,Registered,Charity,39205,,1,Relief of Poverty,1,7485 SALISBURY AVE,BURNABY,BC,CA,V5E3A5
896083425RR0001,TRUST UNDER THE WILL OF CLEMENT C. AVARD,Registered,Charity,35796,,3,Advancement of Education,15,TD PRIVATE CLIENT SERVICES PO BOX 10085,VANCOUVER,BC,CA,V7Y1B6
863504916RR0001,TRUST UNDER THE WILL OF DONALDA MCKENNA ESTATE,Registered,Charity,37139,,3,Other purposes beneficial to the community,210,(THE CANADA TRUST CO.) PO BOX 10085,VANCOUVER,BC,CA,V7Y1B6
133245126RR0001,TRUST UNDER WILL OF GEORGE J COMRIE,Registered,Charity,33170,,3,Other purposes beneficial to the community,210,PO BOX 10085 LCD PACIFIC,VANCOUVER,BC,CA,V7Y1B6
136957230RR0001,TRUST UNDER WILL OF MARY C DALY R C EPISCOPAL CORPORATION OF HALIFAX,Registered,Charity,31564,,3,Advancement of Religion,90,(THE CANADA TRUST CO.) PO BOX 10085,VANCOUVER,BC,CA,V7Y1B6
108144346RR0001,TSAWWASSEN ALLIANCE CHURCH,Registered,Charity,24473,,1,Advancement of Religion,30,4951 12TH AVENUE,DELTA,BC,CA,V4M2A5
850031477RR0001,TSAWWASSEN INDEPENDENT SCHOOL SOCIETY,Registered,Charity,38565,,1,Advancement of Education,10,1900 56 ST,DELTA,BC,CA,V4L2B1
874081227RR0001,TSAWWASSEN ORDER OF OLD BASTARDS,Registered,Charity,36434,,2,Other purposes beneficial to the community,210,P.O. BOX 1347 STATION A,DELTA,BC,CA,V4M3Y8
108144387RR0001,TSAWWASSEN PASTORAL CHARGE,Registered,Charity,24473,,1,Advancement of Religion,30,693 - 53RD STREET,DELTA,BC,CA,V4M3B6
122930092RR0001,TTS THEATRE TERRIFIC SOCIETY,Registered,Charity,31278,,1,Other purposes beneficial to the community,190,430-111 HASTINGS ST W,VANCOUVER,BC,CA,V6B1H4
895469799RR0001,TUNG CHENG YUEN BUDDHIST ASSOCIATION,Registered,Charity,40436,,1,Advancement of Religion,60,150-8279 SABA ROAD,RICHMOND,BC,CA,V6Y4B6
132259565RR0001,"TUNG LIN KOK YUEN, CANADA SOCIETY",Registered,Charity,33604,,1,Advancement of Religion,30,2495 VICTORIA DRIVE,VANCOUVER,BC,CA,V5N4L1
856592936RR0001,TURNING POINT ENSEMBLE,Registered,Charity,37438,,1,Advancement of Education,12,620 - 677 DAVIE ST,VANCOUVER,BC,CA,V6B2G6
817420078RR0001,TURNING POINT FOR GOD OF CANADA,Registered,Charity,38685,,1,Advancement of Religion,70,PO BOX 70509 RPO OAK,VANCOUVER,BC,CA,V6M0A3
864511191RR0001,TURNING POINT RECOVERY FOUNDATION,Registered,Charity,36892,,2,Other purposes beneficial to the community,210,260 - 7000 MINORU BLVD,RICHMOND,BC,CA,V6Y3Z5
817414022RR0001,TUUM Est Foundation,Registered,Charity,39847,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
898736418RR0001,TWEEDLEDUM FOUNDATION,Registered,Charity,36734,,3,Other purposes beneficial to the community,210,1600 - 333 SEYMOUR ST,VANCOUVER,BC,CA,V6B0A4
849418488RR0001,TWN Community Society,Registered,Charity,41729,,1,Advancement of Education,10,3075 TAKAYA DRIVE,NORTH VANCOUVER,BC,CA,V7H3A8
892959966RR0001,TYEE ELEMENTARY MONTESSORI SOCIETY,Registered,Charity,34700,,1,Advancement of Education,11,3525 DUMFRIES ST,VANCOUVER,BC,CA,V5N3S5
821542669RR0001,U-Campus Baptist Church,Registered,Charity,40603,,1,Advancement of Religion,30,410 - 6268 EAGLES DR,VANCOUVER,BC,CA,V6T0A2
743279507RR0001,Ubuntu Hope Charity Society,Registered,Charity,44889,,1,Relief of Poverty,1,253 SANDRINGHAM AVE,NEW WESTMINSTER,BC,CA,V3L1Z4
827649062RR0001,Umbrella Multicultural Health Cooperative,Registered,Charity,42725,,1,Other purposes beneficial to the community,100,715 CARNARVON ST,NEW WESTMINSTER,BC,CA,V3M1E6
715682308RR0001,Un-holey Guitar Curriculum (UGC) Music Education,Registered,Charity,45100,,3,Advancement of Education,12,7620 KENTWOOD ST,BURNABY,BC,CA,V5A2E7
812558377RR0001,Unbounded Canada Foundation,Registered,Charity,42094,,3,Advancement of Education,14,317 - 71 2ND AVE W,VANCOUVER,BC,CA,V5Y0J7
849665088RR0001,United Girls of the World Society,Registered,Charity,42817,,1,Advancement of Education,10,1903 - 9603 MANCHESTER DR,BURNABY,BC,CA,V3N4Y7
766143739RR0001,United Voices Choral Society,Registered,Charity,44097,,1,Other purposes beneficial to the community,190,3585 21ST AVE W,VANCOUVER,BC,CA,V6S1H1
108160185RR0001,United Way British Columbia,Registered,Charity,24473,,2,Other purposes beneficial to the community,210,4543 CANADA WAY,BURNABY,BC,CA,V5G4T4
810102822RR0001,University Women's Club of South Delta B.C. Education Fund,Registered,Charity,39896,,1,Advancement of Education,11,6767 CORBOULD RD,DELTA,BC,CA,V4L2G2
856477856RR0001,UniPHARM & Medicine Centre Pharmacies Charitable Foundation,Registered,Charity,39996,,2,Other purposes beneficial to the community,210,2051 VANDYKE PLACE,RICHMOND,BC,CA,V6V1X6
718899495RR0001,Untitled Church,Registered,Charity,43458,,1,Advancement of Religion,30,410-698 SEYMOUR ST,VANCOUVER,BC,CA,V6B3K3
725683213RR0001,Untold Giving Foundation,Registered,Charity,45261,,3,Other purposes beneficial to the community,210,#513 - 1489 MARINE DR,WEST VANCOUVER,BC,CA,V7T1B8
754880896RR0001,Urban Horse Project Society,Registered,Charity,43168,,1,Other purposes beneficial to the community,140,18-3550 ADANAC ST,VANCOUVER,BC,CA,V5K4Y6
807571047RR0002,Urban Safari Rescue Society,Registered,Charity,39289,,1,Other purposes beneficial to the community,180,1395 176 ST,SURREY,BC,CA,V3Z9S7
827895368RR0001,Urban Spirit Foundation,Registered,Charity,39198,,1,Other purposes beneficial to the community,160,108-100 PARK ROYAL,WEST VANCOUVER,BC,CA,V7T1A2
816028963RR0001,Urban Village Church,Registered,Charity,42240,,1,Advancement of Religion,30,P.O. BOX 72046  OLD ORCHARD,BURNABY,BC,CA,V5H4P9
821545712RR0001,UrbanRoad Church,Registered,Charity,41091,,1,Advancement of Religion,30,19415 66A AVENUE,SURREY,BC,CA,V4N0C3
759678923RR0001,Urja,Registered,Charity,42570,,3,Other purposes beneficial to the community,210,1712 AUGUSTA PL,COQUITLAM,BC,CA,V3E3C9
875942427RR0001,UBC ALUMNI ASSOCIATION EDUCATIONAL ENDOWMENT TRUST,Registered,Charity,36617,,3,Advancement of Education,11,6251 CECIL GREEN PARK RD,VANCOUVER,BC,CA,V6T1Z1
857444806RR0001,UGC JUNIOR GOLF SOCIETY,Registered,Charity,38226,,1,Other purposes beneficial to the community,160,2828 24TH AVE E,VANCOUVER,BC,CA,V5R1E6
